#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	M10	M11	M16	M17	M19	M1	M20	M21	M2	M3	M4	M5	M6	M7	M8	M9	RD274	RD275	RD278	RD521	RD522	RD573	RD630	RD640
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.13128	0.03462	0.0	0.68735	0.0	0.15952	1.05245	0.50586	0.23879	0.27767	0.13859	0.11436	0.70031	0.4554	0.06873	0.05684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.12338	0.00656	0.0	0.21151	0.0	0.12504	0.2378	0.10904	0.33982	0.05896	0.19231	0.04155	0.25468	0.20193	0.25915	0.05448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus	0.10991	6.26156	96.39244	0.14239	0.0	0.06013	0.29953	0.84077	0.57288	0.1112	0.1832	1.38426	0.58021	0.0425	0.01692	0.35137	90.39353	0.0	84.4851	0.0	11.35451	30.62399	0.0	31.12139
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25041	0.10656	0.0	0.0	0.0002	0.0	0.01238	0.0	0.28243	0.0	0.00451	0.04283	0.09722	0.00729	2.14278	0.07878	0.03636	0.0	0.0	0.0	0.0	0.0	0.79462	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137|f__FGB78137|g__GGB29550	0.09765	0.0	0.0	0.01993	0.0	0.00774	0.0	0.0	0.00041	0.0	0.00786	0.0	0.0	0.07787	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas	0.08528	0.45626	0.0	1.45116	0.0	0.79914	1.94049	0.5801	0.84867	0.99754	1.54924	0.54402	0.31266	0.11781	0.11086	0.08245	0.0	0.0	0.0	0.27541	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27892	0.0842	0.05678	0.0	0.01696	0.0	0.26117	0.01608	0.0	0.03717	0.20029	0.26579	0.20421	0.27558	0.22331	0.21242	0.18329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Candidatus_Arthromitus	0.08312	0.20273	0.0	0.0097	0.0	0.01251	0.0	0.0	0.04039	0.07144	0.06142	0.75178	0.20482	0.06573	0.07202	0.15147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB81395	0.0756	0.0	0.0	0.03363	0.0	0.0131	0.0	0.0	0.00937	0.08649	0.0515	0.01268	0.0	0.0146	0.01143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28999	0.07101	0.0	0.0	0.003	0.0	0.00162	0.0	0.0	0.00343	0.01498	0.01328	0.02861	0.0	0.17052	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB9395|o__OFGB9395|f__FGB9395|g__GGB27929	0.06641	0.04311	0.0	0.98299	0.0	1.10424	1.0211	2.27591	0.76674	1.13737	0.66708	0.48605	0.92051	0.41651	0.32814	0.50087	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	1.66018
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388|f__FGB9388|g__GGB27866	0.05713	0.10121	0.0	0.12466	0.0	0.36281	0.18561	0.24511	0.23755	0.22963	0.16027	0.08726	0.34863	0.15534	0.1226	0.12805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30462	0.04079	0.0	0.0	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.00099	0.0	0.01878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.039	0.0	0.0	0.0	0.0	0.03919	0.0	0.0	0.0	0.0	0.07769	1.53722	0.85965	0.03992	0.03743	0.09302	0.0	0.0	3.33411	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317	0.03426	0.0	0.0	0.10672	0.0	0.04028	0.43593	0.0	0.05576	0.0	0.00416	0.05109	0.0	0.1002	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.03184	0.03061	0.0	0.31348	0.0	0.06654	0.11905	0.0	0.0	0.01767	0.04592	0.08752	0.00133	0.03867	0.01628	0.28298	0.0	0.0	0.0	0.0	0.0	0.13269	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27778	0.02779	0.0	0.0	0.26623	0.0	0.06963	0.29507	0.02811	0.10845	0.07179	0.04637	0.03617	0.02555	0.34539	0.02008	0.03278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Mucispirillaceae|g__Mucispirillum	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382	0.02638	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB46152	0.02604	0.01608	0.0	0.11563	0.0	0.16519	0.16828	0.02783	0.05188	0.30199	0.23911	0.12975	0.02707	0.18763	0.10422	0.05409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224|o__OFGB79224|f__FGB79224|g__GGB28880	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0.02065	0.32225	0.0	0.08776	0.0	0.13	0.05234	0.00471	0.05779	0.01254	0.13405	0.59086	0.13128	0.022	0.07575	0.31142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28415	0.01487	0.0	0.0	0.00644	0.0	0.00801	0.0	0.0	0.0	0.0	0.00656	0.00849	0.0	0.12329	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454	0.01285	0.0	0.0	0.01499	0.0	0.00312	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790	0.01113	0.0	0.0	0.02671	0.0	0.0	0.0	0.0	0.0	0.0	0.00877	0.02477	0.0	0.06051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	0.00872	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.01549	0.0	0.02149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	0.00762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB73359	0.0062	0.0	0.0	0.02611	0.0	0.17473	0.04194	0.02821	0.07476	0.01239	0.03618	0.12904	0.21097	0.05314	0.02341	0.07107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB29011	0.00606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154|o__OFGB3154|f__FGB3154|g__GGB30620	0.0053	0.0	0.0	0.04576	0.0	0.0172	0.00385	0.0	0.01249	0.00996	0.00918	0.0	0.0	0.01626	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB47462	0.00275	0.0	0.0	0.13825	0.0	0.09488	0.53165	0.0	0.01143	0.03161	0.0196	0.05241	0.10383	0.04738	0.01757	0.04374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.00272	0.0	0.0	0.00704	0.0	0.00126	0.0	0.0	0.01623	0.0	0.00249	0.00218	0.00621	0.02065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.00095	0.0	0.0	0.00257	0.0	0.00016	0.0	0.0	0.0	0.0	0.00016	0.00899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_gordoncarteri	34.42511	2.02838	0.0	0.67064	5.48912	20.59745	2.10121	7.16675	1.73088	14.94144	28.97688	31.60925	11.92751	10.98597	23.34164	8.28836	0.0	46.54758	0.0	18.948	27.05951	2.1801	4.25753	24.04492
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14016|s__GGB14016_SGB2119	16.98784	30.90078	0.99489	23.58406	2.31833	12.41971	26.36235	6.6478	9.48899	18.82672	14.97454	9.91214	13.37697	28.98202	16.40919	12.61365	4.40868	22.12212	3.11634	24.1492	7.63702	2.30673	1.10835	0.64864
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium	13.31031	8.15118	2.29868	32.89257	1.5256	9.5869	18.71053	24.98829	14.33375	5.45375	4.53886	10.91937	29.29312	11.26533	19.98971	29.81987	4.66482	18.0829	2.52583	24.79537	0.78403	3.86092	1.55778	3.59955
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_dubosii	5.73212	7.83816	0.0	3.60815	0.0	6.16326	1.83494	8.88148	8.62517	2.82095	4.23831	5.96384	3.70913	3.53799	5.61719	9.87882	0.0	3.57096	1.5017	6.25613	15.25727	40.54516	0.28357	6.3505
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB24132|s__GGB24132_SGB35935	4.4191	4.159	0.0	4.17315	0.0	12.17405	5.51401	4.3944	4.13351	17.51959	12.65512	5.54651	3.68983	7.58394	6.12663	4.72493	0.0	9.04338	0.07201	8.19206	0.0	1.02473	0.0	2.74764
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	4.1234	7.87825	0.16815	7.07587	0.59026	3.85467	6.86366	9.11318	7.91074	7.39063	4.3156	2.40313	4.15773	3.39416	4.97334	6.51169	0.44903	0.0	0.98713	4.43841	7.03553	5.68013	0.0	1.52683
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum_intestinale	4.028	7.84599	0.0	2.2233	0.0	7.49512	3.41251	6.09215	6.34519	3.4368	6.14356	6.04776	6.39164	2.47013	3.80204	4.60253	0.08393	0.0	0.48014	4.42904	3.412	0.07001	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_muris	3.49063	3.43644	0.0	2.97392	0.0	2.7128	2.62382	8.47577	9.27999	5.26222	5.27479	1.55381	5.2407	2.97475	3.54406	5.83793	0.0	0.0	1.21769	2.56649	0.93987	4.49211	0.0	1.94476
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1576|s__GGB1576_SGB2167	3.32177	9.64623	0.0	0.6956	0.0	3.71891	1.35296	2.51372	14.01509	3.15719	2.61238	7.60511	6.04752	9.20637	4.31006	4.57757	0.0	0.63307	0.71325	1.65686	8.49306	0.09056	0.10199	0.3564
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium	2.61822	3.36446	0.0	2.13683	0.0	6.44936	3.16627	5.62687	9.00626	5.20001	3.69734	1.70671	4.43771	4.44194	3.83383	3.79671	0.0	0.0	0.0	0.50264	0.0	2.6377	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27873|s__GGB27873_SGB40307	1.77109	0.4123	0.0	1.88956	0.0	0.88692	2.28473	0.26612	0.36539	1.36046	0.56406	0.72582	0.3364	0.86623	1.16101	0.90028	0.0	0.0	0.0	0.61486	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14001|s__GGB14001_SGB21428	1.61427	2.38511	0.0	0.18306	0.0	2.09111	0.25449	0.86008	4.38738	1.60673	1.25538	0.74058	1.25808	1.28521	1.57821	1.7712	0.0	0.0	0.0	0.0	0.0	0.11743	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27885|s__GGB27885_SGB40319	0.63541	0.33616	0.0	0.34972	0.0	1.59579	0.34955	1.87771	1.30755	1.58313	1.3507	1.59565	0.76114	1.14204	1.19728	1.02705	0.0	0.0	0.0	0.71272	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_013_NCI	0.52442	2.15752	0.0	4.63811	0.0	1.03245	4.33198	3.83792	1.45033	1.17015	0.43327	0.60422	0.71277	0.91312	0.66411	0.91147	0.0	0.0	0.18244	1.17642	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3793|s__GGB3793_SGB41498	0.31448	0.09974	0.0	0.05336	0.0	0.01064	0.0218	0.0	0.0	0.0	0.01586	0.01615	0.0	0.37362	0.0389	0.0	0.0	0.0	0.0	0.0	0.0	0.07883	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27890|s__GGB27890_SGB40324	0.29831	0.21506	0.0	0.82143	0.0	1.45796	0.72841	0.44679	0.50168	2.76066	1.29894	0.52014	0.82106	1.59258	0.70487	0.56692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_freteri	0.20111	0.55107	0.0	1.1575	0.0	0.38182	1.16547	0.68102	0.50093	0.25336	0.25831	0.10252	0.62405	0.25931	0.30192	0.33492	0.0	0.0	0.0	0.0	0.0	4.14269	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27893|s__GGB27893_SGB40327	0.1905	0.02607	0.0	0.85567	0.0	0.32923	1.03698	0.33118	0.77079	0.17573	0.08534	0.17764	0.36884	0.14015	0.13992	0.35983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573|f__FGB37573|g__GGB27861|s__GGB27861_SGB40295	0.18023	0.20315	0.0	1.12426	0.0	0.38081	1.11378	1.22286	0.73617	0.2032	0.11617	0.29024	0.36362	0.1038	0.18228	0.36112	0.0	0.0	0.0	0.0	0.0	0.49626	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14013|s__GGB14013_SGB21440	0.14255	0.06218	0.0	0.02181	0.0	0.17277	0.0	0.74851	0.1104	0.1166	0.19223	0.36204	0.29108	0.29782	0.16976	0.17996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28884|s__GGB28884_SGB41565	0.14048	0.0	0.0	0.02712	0.0	0.01355	0.0	0.0	0.0	0.01405	0.01637	0.00558	0.0	0.10431	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.12338	0.00656	0.0	0.21151	0.0	0.12468	0.2378	0.10904	0.33982	0.05896	0.19187	0.04155	0.25468	0.20193	0.25915	0.05448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus	0.10991	6.26156	96.39244	0.14239	0.0	0.06013	0.29953	0.84077	0.57288	0.1112	0.1832	1.38267	0.58021	0.0425	0.01692	0.35137	90.39353	0.0	84.4851	0.0	11.35451	30.62399	0.0	31.12139
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25041|s__GGB25041_SGB36960	0.10656	0.0	0.0	0.0002	0.0	0.01238	0.0	0.28243	0.0	0.00451	0.04283	0.09698	0.00729	2.12933	0.07878	0.03636	0.0	0.0	0.0	0.0	0.0	0.79462	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137|f__FGB78137|g__GGB29550|s__GGB29550_SGB42344	0.09765	0.0	0.0	0.01993	0.0	0.00774	0.0	0.0	0.00041	0.0	0.00786	0.0	0.0	0.07787	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	0.08528	0.45626	0.0	1.45116	0.0	0.79914	1.94049	0.5801	0.84867	0.99754	1.54924	0.54402	0.31266	0.11781	0.11086	0.08245	0.0	0.0	0.0	0.27541	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27892|s__GGB27892_SGB40326	0.0842	0.05678	0.0	0.01696	0.0	0.26117	0.01608	0.0	0.03717	0.20029	0.26579	0.20421	0.27558	0.22331	0.21242	0.18329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__Candidatus_Arthromitus_sp_SFB_mouse	0.08312	0.20273	0.0	0.0097	0.0	0.01251	0.0	0.0	0.04039	0.07144	0.06142	0.74617	0.20482	0.06573	0.07202	0.15147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_PCHR	0.07721	0.0	0.0	0.34737	0.0	0.08026	0.70439	0.31895	0.08327	0.12433	0.06647	0.08497	0.36265	0.26754	0.03214	0.02007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB81395|s__GGB81395_SGB63219	0.0756	0.0	0.0	0.03363	0.0	0.0131	0.0	0.0	0.00937	0.08649	0.0515	0.01268	0.0	0.0146	0.01143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28999|s__GGB28999_SGB41715	0.07101	0.0	0.0	0.003	0.0	0.00162	0.0	0.0	0.00343	0.01498	0.01328	0.02861	0.0	0.17052	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB9395|o__OFGB9395|f__FGB9395|g__GGB27929|s__GGB27929_SGB40368	0.06641	0.04311	0.0	0.98299	0.0	1.10424	1.0211	2.27591	0.76674	1.13737	0.66708	0.48605	0.92051	0.41651	0.32814	0.50087	0.0	0.0	0.0	0.0	0.0	0.10804	0.0	1.66018
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388|f__FGB9388|g__GGB27866|s__GGB27866_SGB40300	0.05713	0.10121	0.0	0.12466	0.0	0.36281	0.18561	0.24511	0.23755	0.22963	0.16027	0.08726	0.34863	0.15534	0.1226	0.12805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Xylanibacter_rodentium	0.05407	0.03462	0.0	0.33836	0.0	0.07903	0.34806	0.18692	0.15552	0.15334	0.07213	0.02939	0.33765	0.18786	0.03659	0.03677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30462|s__GGB30462_SGB43535	0.04079	0.0	0.0	0.00304	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.00099	0.0	0.01878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_taiwanensis	0.039	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	0.0	0.0	0.01358	0.29128	0.78904	0.03389	0.03182	0.00615	0.0	0.0	3.33411	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889	0.03426	0.0	0.0	0.10672	0.0	0.04028	0.43593	0.0	0.05576	0.0	0.00416	0.05109	0.0	0.1002	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14016|s__GGB14016_SGB21443	0.03371	0.04228	0.0	0.04688	0.0	0.02991	0.05814	0.0	0.02353	0.0466	0.04231	0.02339	0.02705	0.06415	0.03915	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27778|s__GGB27778_SGB40192	0.02779	0.0	0.0	0.26623	0.0	0.06963	0.29507	0.02811	0.10845	0.07179	0.04637	0.03617	0.02555	0.34539	0.02008	0.03278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Mucispirillaceae|g__Mucispirillum|s__Mucispirillum_schaedleri	0.02653	0.0	0.0	0.02227	0.0	0.0	0.2059	0.0	0.0	0.0	0.00118	0.00062	0.0	0.20418	0.0015	0.0	0.0	0.0	1.38426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382|s__GGB28382_SGB40962	0.02638	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB46152|s__GGB46152_SGB63920	0.02604	0.01608	0.0	0.11563	0.0	0.16519	0.16828	0.02783	0.05188	0.30199	0.23911	0.12975	0.02707	0.18763	0.10422	0.05409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224|o__OFGB79224|f__FGB79224|g__GGB28880|s__GGB28880_SGB41560	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.02176	0.0	0.0	2.66922	0.0	2.15547	8.99918	0.63012	0.96939	2.72807	2.07889	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris	0.02065	0.13582	0.0	0.02383	0.0	0.03144	0.0	0.0	0.0273	0.0	0.04632	0.36615	0.01229	0.00397	0.03112	0.14888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
